path,file_type,size_bytes,modified_time_utc,git_status,sha256,current_code_import,config_reference,run_ps1_runtime_dependency,test_reference,subprocess_or_command_reference,referenced_by,duplicate_group_size,category,recoverable,preservation_reason,recommended_action,risk_level,requires_user_approval
.gitignore,no_extension,188,2026-07-28T21:59:28.441518+00:00,tracked,dbd33f8193b774b82ea22b2cb86e07474155288932b71ddfd18324265a875db7,False,False,False,False,False,,1,KEEP_REPRODUCIBILITY,yes_from_source_control,repository configuration or tracked sample input,keep pending explicit sample ownership review,low,False
.venv/Include/site/python3.12/pygame/pgplatform.h,h,553,2026-07-21T12:52:17.928336+00:00,ignored,2ee67134c6c36110a08c3935febb8d4ce890b323bf15c23dab136d25e014a574,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Include/site/python3.12/pygame/pygame.h,h,1083,2026-07-21T12:52:17.928336+00:00,ignored,010719588a0058698df5f601ca7097c5cf3585df65730c41c167aaf166634ca1,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Include/site/python3.12/pygame/scrap.h,h,4704,2026-07-21T12:52:17.929375+00:00,ignored,777e995a9e4b33ba3d451707085887c004f468964dfdcd7bc1336efcb607b841,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Include/site/python3.12/pygame/simd_blitters.h,h,2494,2026-07-21T12:52:17.929375+00:00,ignored,f01bf88f4b877f812b64c7897978e7ae756f28141d48b98a72b11581b60994f7,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Include/site/python3.12/pygame/surface.h,h,14584,2026-07-21T12:52:17.930504+00:00,ignored,e86a2ad96be7c01fe6628b22ab8c19308ccf5e7eeea02c80fdf4cae2e2ad7fa2,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/__pycache__/isympy.cpython-312.pyc,python_cache,11018,2026-07-21T12:52:07.734369+00:00,ignored,80b52d947206e21de20aa7c5aadbaae4692ceb04f6bf25c4de0d6c3ac5bad7c0,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/__pycache__/py.cpython-312.pyc,python_cache,476,2026-07-21T12:52:33.723751+00:00,ignored,7be7038178e6a16e73dfafe0f12b1ce88985007c4d2e1fd544f862855de45f00,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/__pycache__/pylab.cpython-312.pyc,python_cache,292,2026-07-21T12:52:55.780732+00:00,ignored,40d75fe482f89e6c33943013288fe631b56819b9924f09214411161ad32afe14,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/__pycache__/six.cpython-312.pyc,python_cache,41324,2026-07-21T12:52:15.153302+00:00,ignored,38a36ea03ddbcf560dd8b0b424e60e68c0e2e06827429e83a9d33e9e2d2adb1a,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/__pycache__/typing_extensions.cpython-312.pyc,python_cache,166522,2026-07-21T12:52:06.973374+00:00,ignored,e4c46e51df8cedfb9d83cc4e299ea4d72522c1c45c65cdd0510e4615318eb041,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_distutils_hack/__init__.py,python,6755,2026-07-21T12:52:15.168976+00:00,ignored,df81e6bcba34ee3e3952f776551fb669143b9490fdd6c4caeb32609f97e985b4,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_distutils_hack/__pycache__/__init__.cpython-312.pyc,python_cache,10578,2026-07-21T12:52:15.405126+00:00,ignored,7a2c7a2e79e41e59a5221de0bb765f8260aef25b2506848801018d943f68d3fa,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_distutils_hack/__pycache__/override.cpython-312.pyc,python_cache,274,2026-07-21T12:52:15.405126+00:00,ignored,7e632fa9cb2336b262d81168f1d3ac5b68b24114e0c8b79f068593e52abcefef,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_distutils_hack/override.py,python,44,2026-07-21T12:52:15.168976+00:00,ignored,12efecf8d17a5486780aa774b5b6c0e70b56932d8864f35df1eb7a18bb759b3a,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_polars_runtime_32/__init__.py,python,174,2026-07-21T12:52:18.682465+00:00,ignored,191e4a0b80718d5adc23cd8280bcfee4970b4d8f08ba8c5881dba9115ff3810f,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_polars_runtime_32/__pycache__/__init__.cpython-312.pyc,python_cache,369,2026-07-21T12:52:19.481332+00:00,ignored,b7899890820dbd6b26c79ccfdf6f7462c4761e48189721b18df035a0f98a991a,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_polars_runtime_32/__pycache__/build_feature_flags.cpython-312.pyc,python_cache,318,2026-07-21T12:52:19.481332+00:00,ignored,434247911b1eda47e89be782aa485a1bd25afb037b0f2044d57182a5e40119dd,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_polars_runtime_32/_polars_runtime.pyd,pyd,184414720,2026-07-21T12:52:19.478960+00:00,ignored,47472d6a778480b2e9af4efbe9af4cc48c3d620156762d5b07b93e7c01be2185,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_polars_runtime_32/build_feature_flags.py,python,126,2026-07-21T12:52:18.682465+00:00,ignored,970804e1f9ade10e5aeb99fcc464d993836f35f9f2115716f3330fc9c59b1a24,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/__init__.py,python,391,2026-07-21T12:52:33.415385+00:00,ignored,e087512619d6e571b62a568990ec67e7f4c2f56790e6d5c3485eed6dbe2f12ca,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,local virtual environment; reproducible from setup/requirements,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/__pycache__/__init__.cpython-312.pyc,python_cache,464,2026-07-21T12:52:33.454771+00:00,ignored,11eccd744e66e5ec9a8ed63e874eaf572599f30beee8f594722d3883d30eb4cf,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/_argcomplete.cpython-312.pyc,python_cache,4809,2026-07-21T12:52:33.455782+00:00,ignored,cd3f01b4c7497ec52daa77b4574af9cad5dd4ba36702076dfc07948a7dfb41e3,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/_version.cpython-312.pyc,python_cache,773,2026-07-21T12:52:33.496229+00:00,ignored,60a42223d3e7f118f6167bd3ee4b7274e2b197c8db1147b4378920318d34d0d7,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/cacheprovider.cpython-312.pyc,python_cache,30845,2026-07-21T12:52:33.520443+00:00,ignored,043fb1eda5449ca7ab6b2949562eee29e78d0958f858b6b25cf565f5bc30d2e7,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/capture.cpython-312.pyc,python_cache,55678,2026-07-21T12:52:33.529645+00:00,ignored,6736658590fd2f45f649f10a479f794867a6c7da3dd6f1792d89483c9b078380,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/compat.cpython-312.pyc,python_cache,12382,2026-07-21T12:52:33.531845+00:00,ignored,65cbcf659ecdbb325012aa2b98edbe25114e81e1884f1e63aee98cbc3889f36d,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/debugging.cpython-312.pyc,python_cache,18262,2026-07-21T12:52:33.558162+00:00,ignored,b3caf8739d4aef98c90f8674fac13c030eaee2645f18e50aad0a7a1e52e7596f,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/deprecated.cpython-312.pyc,python_cache,2546,2026-07-21T12:52:33.559162+00:00,ignored,372cfc4f969706884f3e7bfe996118096dd3185a3cef0daded6848482df63f2e,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/doctest.cpython-312.pyc,python_cache,33295,2026-07-21T12:52:33.565037+00:00,ignored,843746be2889beb038e79dae5c0cc04b6da6ee9a86fd87763774611b5b4a3892,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/faulthandler.cpython-312.pyc,python_cache,4421,2026-07-21T12:52:33.566220+00:00,ignored,c2d2dfe1ea9a51b84f5b6e9f4378f9ec32a51fe26db53d9c8f4b40272bce678f,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/fixtures.cpython-312.pyc,python_cache,81874,2026-07-21T12:52:33.580329+00:00,ignored,a261050b69be8dec4b344997570e317c5af9c76a1ca36f7fb174d15e29cf31ce,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/freeze_support.cpython-312.pyc,python_cache,1808,2026-07-21T12:52:33.582771+00:00,ignored,be5d91746f50a647ab8b3a958ef2bdaf8938de882c3b77ad1a87ab7315b6f481,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/helpconfig.cpython-312.pyc,python_cache,12515,2026-07-21T12:52:33.585146+00:00,ignored,a4c61f204dc717e11a2f68f6d8bdd614431b7f5f39981f943f204dae87b7f14b,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/hookspec.cpython-312.pyc,python_cache,45580,2026-07-21T12:52:33.588257+00:00,ignored,b19e8d033f219761996eacebcdb09c1efdd8f0b0dbbebf39eb3b2ef5a9248422,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/junitxml.cpython-312.pyc,python_cache,33128,2026-07-21T12:52:33.594787+00:00,ignored,03e5da524485e98114b2a41a358626f9e48500aa523ae4a9123a5b2ef5f76a18,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/legacypath.cpython-312.pyc,python_cache,24153,2026-07-21T12:52:33.597939+00:00,ignored,eec1da67fd253795f5687da365cd91c17837b664b73cf6010905e0151af730d7,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/logging.cpython-312.pyc,python_cache,45810,2026-07-21T12:52:33.603419+00:00,ignored,50327c7cbb41de135d868b18974a0fb1fde5704e55c26f0a5655d2b32fd87b25,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/main.cpython-312.pyc,python_cache,44044,2026-07-21T12:52:33.610097+00:00,ignored,17b9162880028208326e2ede1eb46d2757a3dd0dc21d256a3d02672a0f600c41,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/monkeypatch.cpython-312.pyc,python_cache,16507,2026-07-21T12:52:33.623017+00:00,ignored,8d6e86f64cda72cd42f7e636dfb106f3a738a98c7a954ba2b75edcab3eaa2d44,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/nodes.cpython-312.pyc,python_cache,30811,2026-07-21T12:52:33.626545+00:00,ignored,cc8f3cd2baaa6c1242dc1f1da51d48ae7fc6a67bfde3afc7c6c0b92139ff5e6b,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/outcomes.cpython-312.pyc,python_cache,11763,2026-07-21T12:52:33.628547+00:00,ignored,cdf053b4a51a516876e5d703f7002236c0469d92079413b3e2d6541841822902,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/pastebin.cpython-312.pyc,python_cache,5851,2026-07-21T12:52:33.629934+00:00,ignored,b584acb52dc998f8d777032075bb523dc24b223d64354bb9eb46a0bc01f5974d,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/pathlib.cpython-312.pyc,python_cache,41210,2026-07-21T12:52:33.637128+00:00,ignored,7a9409cb3c6a4c0c7a85b732b7d5c7eeae3add91882d614a1530751e5dc05b83,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/pytester.cpython-312.pyc,python_cache,84461,2026-07-21T12:52:33.647483+00:00,ignored,4e79ea1da1a06b219c89c09e4c17849017ec6b2b07b003248e4e8aa769c0e145,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/pytester_assertions.cpython-312.pyc,python_cache,2473,2026-07-21T12:52:33.648483+00:00,ignored,595176b016488853c46b57eee7ebf7d94db81a2f823676b4df6c1cc0fbf88632,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/python.cpython-312.pyc,python_cache,72330,2026-07-21T12:52:33.658880+00:00,ignored,2dd6ebcc50699a7f74be782bb5f78f3f5e5c4b94e94d0517a2a671efeb2076a6,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/python_api.cpython-312.pyc,python_cache,34617,2026-07-21T12:52:33.662910+00:00,ignored,ad6776910a9f2062a3633df1c58862ae2e7fdb34e045acadabcff0a91f8e7dcb,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/raises.cpython-312.pyc,python_cache,59981,2026-07-21T12:52:33.670688+00:00,ignored,b7a952baaf27e4e98d1ebf98e6aeec86e89f1b1cb8f2ce900a668c730db9264c,False,False,False,False,False,,1,SAFE_DELETE_CANDIDATE,yes,interpreter/test cache; regenerated automatically,delete only after user approval,low,True
