path,category,size_bytes,git_status,referenced_by,reason,recoverable,recommended_action,risk_level,requires_user_approval
.gitignore,KEEP_REPRODUCIBILITY,188,tracked,,repository configuration or tracked sample input,yes_from_source_control,keep pending explicit sample ownership review,low,False
.venv/Lib/site-packages/_pytest/__pycache__/outcomes.cpython-312.pyc,SAFE_DELETE_CANDIDATE,11763,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/pastebin.cpython-312.pyc,SAFE_DELETE_CANDIDATE,5851,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/pathlib.cpython-312.pyc,SAFE_DELETE_CANDIDATE,41210,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/pytester.cpython-312.pyc,SAFE_DELETE_CANDIDATE,84461,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/pytester_assertions.cpython-312.pyc,SAFE_DELETE_CANDIDATE,2473,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/python.cpython-312.pyc,SAFE_DELETE_CANDIDATE,72330,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/python_api.cpython-312.pyc,SAFE_DELETE_CANDIDATE,34617,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/raises.cpython-312.pyc,SAFE_DELETE_CANDIDATE,59981,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/recwarn.cpython-312.pyc,SAFE_DELETE_CANDIDATE,16041,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/reports.cpython-312.pyc,SAFE_DELETE_CANDIDATE,24553,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/runner.cpython-312.pyc,SAFE_DELETE_CANDIDATE,23858,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/scope.cpython-312.pyc,SAFE_DELETE_CANDIDATE,3565,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/setuponly.cpython-312.pyc,SAFE_DELETE_CANDIDATE,5347,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/setupplan.cpython-312.pyc,SAFE_DELETE_CANDIDATE,1889,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/skipping.cpython-312.pyc,SAFE_DELETE_CANDIDATE,13902,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/stash.cpython-312.pyc,SAFE_DELETE_CANDIDATE,4352,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/stepwise.cpython-312.pyc,SAFE_DELETE_CANDIDATE,9601,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/terminal.cpython-312.pyc,SAFE_DELETE_CANDIDATE,79600,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/threadexception.cpython-312.pyc,SAFE_DELETE_CANDIDATE,5737,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/timing.cpython-312.pyc,SAFE_DELETE_CANDIDATE,4767,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/tmpdir.cpython-312.pyc,SAFE_DELETE_CANDIDATE,12701,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/tracemalloc.cpython-312.pyc,SAFE_DELETE_CANDIDATE,970,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/unittest.cpython-312.pyc,SAFE_DELETE_CANDIDATE,22205,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/unraisableexception.cpython-312.pyc,SAFE_DELETE_CANDIDATE,6233,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/warning_types.cpython-312.pyc,SAFE_DELETE_CANDIDATE,6683,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/__pycache__/warnings.cpython-312.pyc,SAFE_DELETE_CANDIDATE,6636,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/_argcomplete.py,SAFE_DELETE_CANDIDATE,3776,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/_code/__init__.py,SAFE_DELETE_CANDIDATE,521,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/_code/__pycache__/__init__.cpython-312.pyc,SAFE_DELETE_CANDIDATE,670,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/_code/__pycache__/code.cpython-312.pyc,SAFE_DELETE_CANDIDATE,67953,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/_code/__pycache__/source.cpython-312.pyc,SAFE_DELETE_CANDIDATE,11899,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/_code/code.py,SAFE_DELETE_CANDIDATE,55913,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/_code/source.py,SAFE_DELETE_CANDIDATE,7773,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/_io/__init__.py,SAFE_DELETE_CANDIDATE,190,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/_io/__pycache__/__init__.cpython-312.pyc,SAFE_DELETE_CANDIDATE,361,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/_io/__pycache__/pprint.cpython-312.pyc,SAFE_DELETE_CANDIDATE,24371,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/_io/__pycache__/saferepr.cpython-312.pyc,SAFE_DELETE_CANDIDATE,5807,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/_io/__pycache__/terminalwriter.cpython-312.pyc,SAFE_DELETE_CANDIDATE,10965,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/_io/__pycache__/wcwidth.cpython-312.pyc,SAFE_DELETE_CANDIDATE,1667,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/_io/pprint.py,SAFE_DELETE_CANDIDATE,19622,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/_io/saferepr.py,SAFE_DELETE_CANDIDATE,4082,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/_io/terminalwriter.py,SAFE_DELETE_CANDIDATE,8849,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/_io/wcwidth.py,SAFE_DELETE_CANDIDATE,1289,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/_py/__init__.py,SAFE_DELETE_CANDIDATE,0,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/_py/__pycache__/__init__.cpython-312.pyc,SAFE_DELETE_CANDIDATE,169,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/_py/__pycache__/error.cpython-312.pyc,SAFE_DELETE_CANDIDATE,4937,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/_py/__pycache__/path.cpython-312.pyc,SAFE_DELETE_CANDIDATE,68689,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/_py/error.py,SAFE_DELETE_CANDIDATE,3475,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/_py/path.py,SAFE_DELETE_CANDIDATE,49220,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/_version.py,SAFE_DELETE_CANDIDATE,704,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/assertion/__init__.py,SAFE_DELETE_CANDIDATE,7120,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/assertion/__pycache__/__init__.cpython-312.pyc,SAFE_DELETE_CANDIDATE,10090,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/assertion/__pycache__/rewrite.cpython-312.pyc,SAFE_DELETE_CANDIDATE,61906,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/assertion/__pycache__/truncate.cpython-312.pyc,SAFE_DELETE_CANDIDATE,4209,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/assertion/__pycache__/util.cpython-312.pyc,SAFE_DELETE_CANDIDATE,24247,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/assertion/rewrite.py,SAFE_DELETE_CANDIDATE,48636,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/assertion/truncate.py,SAFE_DELETE_CANDIDATE,5437,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/assertion/util.py,SAFE_DELETE_CANDIDATE,20713,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/cacheprovider.py,SAFE_DELETE_CANDIDATE,22375,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/capture.py,SAFE_DELETE_CANDIDATE,36829,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/compat.py,SAFE_DELETE_CANDIDATE,10662,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/config/__init__.py,SAFE_DELETE_CANDIDATE,72712,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/config/__pycache__/__init__.cpython-312.pyc,SAFE_DELETE_CANDIDATE,84083,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/config/__pycache__/argparsing.cpython-312.pyc,SAFE_DELETE_CANDIDATE,24382,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/config/__pycache__/compat.cpython-312.pyc,SAFE_DELETE_CANDIDATE,3567,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/config/__pycache__/exceptions.cpython-312.pyc,SAFE_DELETE_CANDIDATE,780,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/config/__pycache__/findpaths.cpython-312.pyc,SAFE_DELETE_CANDIDATE,9317,ignored,,interpreter/test cache; regenerated automatically,yes,delete only after user approval,low,True
.venv/Lib/site-packages/_pytest/config/argparsing.py,SAFE_DELETE_CANDIDATE,19102,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/config/compat.py,SAFE_DELETE_CANDIDATE,2947,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/config/exceptions.py,SAFE_DELETE_CANDIDATE,288,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/config/findpaths.py,SAFE_DELETE_CANDIDATE,8404,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/debugging.py,SAFE_DELETE_CANDIDATE,13947,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/deprecated.py,SAFE_DELETE_CANDIDATE,3147,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/doctest.py,SAFE_DELETE_CANDIDATE,26259,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/faulthandler.py,SAFE_DELETE_CANDIDATE,3683,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/fixtures.py,SAFE_DELETE_CANDIDATE,77746,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
.venv/Lib/site-packages/_pytest/freeze_support.py,SAFE_DELETE_CANDIDATE,1300,ignored,,local virtual environment; reproducible from setup/requirements,yes,optionally recreate after approval,medium,True
